110000,北京市,东城区
110000,北京市,西城区
110000,北京市,朝阳区
110000,北京市,丰台区
110000,北京市,石景山区
110000,北京市,海淀区
110000,北京市,门头沟区
110000,北京市,房山区
110000,北京市,通州区
110000,北京市,顺义区
110000,北京市,昌平区
110000,北京市,大兴区
110000,北京市,怀柔区
110000,北京市,平谷区
110000,北京市,密云区
110000,北京市,延庆区
120000,天津市,和平区
120000,天津市,河东区
120000,天津市,河西区
120000,天津市,南开区
120000,天津市,河北区
120000,天津市,红桥区
120000,天津市,东丽区
120000,天津市,西青区
120000,天津市,津南区
120000,天津市,北辰区
120000,天津市,武清区
120000,天津市,宝坻区
120000,天津市,滨海新区
120000,天津市,宁河区
120000,天津市,静海区
120000,天津市,蓟州区
230000,黑龙江省,绥化市,明水县
230000,黑龙江省,绥化市,绥棱县
230000,黑龙江省,绥化市,安达市
230000,黑龙江省,绥化市,肇东市
230000,黑龙江省,绥化市,海伦市
230000,黑龙江省,大兴安岭地区,漠河市
230000,黑龙江省,大兴安岭地区,呼玛县
230000,黑龙江省,大兴安岭地区,塔河县
310000,上海市,黄浦区
310000,上海市,徐汇区
310000,上海市,长宁区
310000,上海市,静安区
310000,上海市,普陀区
310000,上海市,虹口区
310000,上海市,杨浦区
310000,上海市,闵行区
310000,上海市,宝山区
310000,上海市,嘉定区
310000,上海市,浦东新区
310000,上海市,金山区
310000,上海市,松江区
310000,上海市,青浦区
310000,上海市,奉贤区
310000,上海市,崇明区
320000,江苏省,南京市,玄武区
320000,江苏省,南京市,秦淮区
320000,江苏省,南京市,建邺区
320000,江苏省,南京市,鼓楼区
320000,江苏省,南京市,浦口区
320000,江苏省,南京市,栖霞区
320000,江苏省,南京市,雨花台区
320000,江苏省,南京市,江宁区
320000,江苏省,南京市,六合区
320000,江苏省,南京市,溧水区
320000,江苏省,南京市,高淳区
320000,江苏省,无锡市,锡山区
320000,江苏省,无锡市,惠山区
320000,江苏省,无锡市,滨湖区
320000,江苏省,无锡市,梁溪区
320000,江苏省,无锡市,新吴区
320000,江苏省,无锡市,江阴市
320000,江苏省,无锡市,宜兴市
320000,江苏省,徐州市,鼓楼区
320000,江苏省,徐州市,云龙区
320000,江苏省,徐州市,贾汪区
320000,江苏省,徐州市,泉山区
320000,江苏省,徐州市,铜山区
320000,江苏省,徐州市,丰县
320000,江苏省,徐州市,沛县
320000,江苏省,徐州市,睢宁县
320000,江苏省,徐州市,新沂市
320000,江苏省,徐州市,邳州市
320000,江苏省,常州市,天宁区
320000,江苏省,常州市,钟楼区
320000,江苏省,常州市,新北区
320000,江苏省,常州市,武进区
320000,江苏省,常州市,金坛区
320000,江苏省,常州市,溧阳市
320000,江苏省,苏州市,虎丘区
320000,江苏省,苏州市,吴中区
320000,江苏省,苏州市,相城区
320000,江苏省,苏州市,姑苏区
320000,江苏省,苏州市,吴江区
320000,江苏省,苏州市,常熟市
320000,江苏省,苏州市,张家港市
320000,江苏省,苏州市,昆山市
320000,江苏省,苏州市,太仓市
320000,江苏省,南通市,通州区
320000,江苏省,南通市,崇川区
320000,江苏省,南通市,海门区
320000,江苏省,南通市,如东县
320000,江苏省,南通市,启东市
320000,江苏省,南通市,如皋市
320000,江苏省,南通市,海安市
320000,江苏省,连云港市,连云区
320000,江苏省,连云港市,海州区
320000,江苏省,连云港市,赣榆区
320000,江苏省,连云港市,东海县
320000,江苏省,连云港市,灌云县
320000,江苏省,连云港市,灌南县
320000,江苏省,淮安市,淮安区
320000,江苏省,淮安市,淮阴区
320000,江苏省,淮安市,清江浦区
320000,江苏省,淮安市,洪泽区
320000,江苏省,淮安市,涟水县
320000,江苏省,淮安市,盱眙县
320000,江苏省,淮安市,金湖县
320000,江苏省,盐城市,亭湖区
320000,江苏省,盐城市,盐都区
320000,江苏省,盐城市,大丰区
320000,江苏省,盐城市,响水县
320000,江苏省,盐城市,滨海县
320000,江苏省,盐城市,阜宁县
320000,江苏省,盐城市,射阳县
320000,江苏省,盐城市,建湖县
320000,江苏省,盐城市,东台市
320000,江苏省,扬州市,广陵区
320000,江苏省,扬州市,邗江区
320000,江苏省,扬州市,江都区
320000,江苏省,扬州市,宝应县
320000,江苏省,扬州市,仪征市
320000,江苏省,扬州市,高邮市
320000,江苏省,镇江市,京口区
320000,江苏省,镇江市,润州区
320000,江苏省,镇江市,丹徒区
320000,江苏省,镇江市,丹阳市
320000,江苏省,镇江市,扬中市
320000,江苏省,镇江市,句容市
320000,江苏省,泰州市,海陵区
320000,江苏省,泰州市,高港区
320000,江苏省,泰州市,姜堰区
320000,江苏省,泰州市,兴化市
320000,江苏省,泰州市,靖江市
320000,江苏省,泰州市,泰兴市
320000,江苏省,宿迁市,宿城区
320000,江苏省,宿迁市,宿豫区
320000,江苏省,宿迁市,沭阳县
320000,江苏省,宿迁市,泗阳县
320000,江苏省,宿迁市,泗洪县
330000,浙江省,杭州市,上城区
330000,浙江省,杭州市,拱墅区
330000,浙江省,杭州市,西湖区
330000,浙江省,杭州市,滨江区
330000,浙江省,杭州市,萧山区
330000,浙江省,杭州市,余杭区
330000,浙江省,杭州市,富阳区
330000,浙江省,杭州市,临安区
330000,浙江省,杭州市,临平区
330000,浙江省,杭州市,钱塘区
330000,浙江省,杭州市,桐庐县
330000,浙江省,杭州市,淳安县
330000,浙江省,杭州市,建德市
330000,浙江省,宁波市,海曙区
330000,浙江省,宁波市,江北区
330000,浙江省,宁波市,北仑区
330000,浙江省,宁波市,镇海区
330000,浙江省,宁波市,鄞州区
330000,浙江省,宁波市,奉化区
330000,浙江省,宁波市,象山县
330000,浙江省,宁波市,宁海县
330000,浙江省,宁波市,余姚市
330000,浙江省,宁波市,慈溪市
330000,浙江省,温州市,鹿城区
330000,浙江省,温州市,龙湾区
330000,浙江省,温州市,瓯海区
330000,浙江省,温州市,洞头区
330000,浙江省,温州市,永嘉县
330000,浙江省,温州市,平阳县
330000,浙江省,温州市,苍南县
330000,浙江省,温州市,文成县
330000,浙江省,温州市,泰顺县
330000,浙江省,温州市,瑞安市
330000,浙江省,温州市,乐清市
330000,浙江省,温州市,龙港市
330000,浙江省,嘉兴市,南湖区
330000,浙江省,嘉兴市,秀洲区
330000,浙江省,嘉兴市,嘉善县
330000,浙江省,嘉兴市,海盐县
330000,浙江省,嘉兴市,海宁市
330000,浙江省,嘉兴市,平湖市
330000,浙江省,嘉兴市,桐乡市
330000,浙江省,湖州市,吴兴区
330000,浙江省,湖州市,南浔区
330000,浙江省,湖州市,德清县
330000,浙江省,湖州市,长兴县
330000,浙江省,湖州市,安吉县
330000,浙江省,绍兴市,越城区
330000,浙江省,绍兴市,柯桥区
330000,浙江省,绍兴市,上虞区
330000,浙江省,绍兴市,新昌县
330000,浙江省,绍兴市,诸暨市
330000,浙江省,绍兴市,嵊州市
330000,浙江省,金华市,婺城区
330000,浙江省,金华市,金东区
330000,浙江省,金华市,武义县
330000,浙江省,金华市,浦江县
330000,浙江省,金华市,磐安县
330000,浙江省,金华市,兰溪市
330000,浙江省,金华市,义乌市
330000,浙江省,金华市,东阳市
330000,浙江省,金华市,永康市
330000,浙江省,衢州市,柯城区
330000,浙江省,衢州市,衢江区
330000,浙江省,衢州市,常山县
330000,浙江省,衢州市,开化县
330000,浙江省,衢州市,龙游县
330000,浙江省,衢州市,江山市
330000,浙江省,舟山市,定海区
330000,浙江省,舟山市,普陀区
330000,浙江省,舟山市,岱山县
330000,浙江省,舟山市,嵊泗县
330000,浙江省,台州市,椒江区
330000,浙江省,台州市,黄岩区
330000,浙江省,台州市,路桥区
330000,浙江省,台州市,三门县
330000,浙江省,台州市,天台县
330000,浙江省,台州市,仙居县
330000,浙江省,台州市,温岭市
330000,浙江省,台州市,临海市
330000,浙江省,台州市,玉环市
330000,浙江省,丽水市,莲都区
330000,浙江省,丽水市,青田县
330000,浙江省,丽水市,缙云县
330000,浙江省,丽水市,遂昌县
330000,浙江省,丽水市,松阳县
330000,浙江省,丽水市,云和县
330000,浙江省,丽水市,庆元县
330000,浙江省,丽水市,景宁畲族自治县
330000,浙江省,丽水市,龙泉市
340000,安徽省,合肥市,瑶海区
340000,安徽省,合肥市,庐阳区
340000,安徽省,合肥市,蜀山区
340000,安徽省,合肥市,包河区
340000,安徽省,合肥市,长丰县
340000,安徽省,合肥市,肥东县
340000,安徽省,合肥市,肥西县
340000,安徽省,合肥市,庐江县
340000,安徽省,合肥市,巢湖市
340000,安徽省,芜湖市,镜湖区
340000,安徽省,芜湖市,鸠江区
340000,安徽省,芜湖市,弋江区
340000,安徽省,芜湖市,湾沚区
340000,安徽省,芜湖市,繁昌区
340000,安徽省,芜湖市,南陵县
340000,安徽省,芜湖市,无为市
340000,安徽省,蚌埠市,龙子湖区
340000,安徽省,蚌埠市,蚌山区
340000,安徽省,蚌埠市,禹会区
340000,安徽省,蚌埠市,淮上区
340000,安徽省,蚌埠市,怀远县
340000,安徽省,蚌埠市,五河县
340000,安徽省,蚌埠市,固镇县
340000,安徽省,淮南市,大通区
340000,安徽省,淮南市,田家庵区
340000,安徽省,淮南市,谢家集区
340000,安徽省,淮南市,八公山区
340000,安徽省,淮南市,潘集区
340000,安徽省,淮南市,凤台县
340000,安徽省,淮南市,寿县
340000,安徽省,马鞍山市,花山区
340000,安徽省,马鞍山市,雨山区
340000,安徽省,马鞍山市,博望区
340000,安徽省,马鞍山市,当涂县
340000,安徽省,马鞍山市,含山县
340000,安徽省,马鞍山市,和县
340000,安徽省,淮北市,杜集区
340000,安徽省,淮北市,相山区
340000,安徽省,淮北市,烈山区
340000,安徽省,淮北市,濉溪县
340000,安徽省,铜陵市,铜官区
340000,安徽省,铜陵市,义安区
340000,安徽省,铜陵市,郊区
340000,安徽省,铜陵市,枞阳县
340000,安徽省,安庆市,迎江区
340000,安徽省,安庆市,大观区
340000,安徽省,安庆市,宜秀区
340000,安徽省,安庆市,怀宁县
340000,安徽省,安庆市,太湖县
340000,安徽省,安庆市,宿松县
340000,安徽省,安庆市,望江县
340000,安徽省,安庆市,岳西县
340000,安徽省,安庆市,桐城市
340000,安徽省,安庆市,潜山市
340000,安徽省,黄山市,屯溪区
340000,安徽省,黄山市,黄山区
340000,安徽省,黄山市,徽州区
340000,安徽省,黄山市,歙县
340000,安徽省,黄山市,休宁县
340000,安徽省,黄山市,黟县
340000,安徽省,黄山市,祁门县
340000,安徽省,滁州市,琅琊区
340000,安徽省,滁州市,南谯区
340000,安徽省,滁州市,来安县
340000,安徽省,滁州市,全椒县
340000,安徽省,滁州市,定远县
340000,安徽省,滁州市,凤阳县
340000,安徽省,滁州市,天长市
340000,安徽省,滁州市,明光市
340000,安徽省,阜阳市,颍州区
340000,安徽省,阜阳市,颍东区
340000,安徽省,阜阳市,颍泉区
340000,安徽省,阜阳市,临泉县
340000,安徽省,阜阳市,太和县
340000,安徽省,阜阳市,阜南县
340000,安徽省,阜阳市,颍上县
340000,安徽省,阜阳市,界首市
340000,安徽省,宿州市,埇桥区
340000,安徽省,宿州市,砀山县
340000,安徽省,宿州市,萧县
340000,安徽省,宿州市,灵璧县
340000,安徽省,宿州市,泗县
340000,安徽省,六安市,金安区
340000,安徽省,六安市,裕安区
340000,安徽省,六安市,叶集区
340000,安徽省,六安市,霍邱县
340000,安徽省,六安市,舒城县
340000,安徽省,六安市,金寨县
340000,安徽省,六安市,霍山县
340000,安徽省,亳州市,谯城区
340000,安徽省,亳州市,涡阳县
340000,安徽省,亳州市,蒙城县
340000,安徽省,亳州市,利辛县
340000,安徽省,池州市,贵池区
340000,安徽省,池州市,东至县
340000,安徽省,池州市,石台县
340000,安徽省,池州市,青阳县
340000,安徽省,宣城市,宣州区
340000,安徽省,宣城市,郎溪县
340000,安徽省,宣城市,泾县
340000,安徽省,宣城市,绩溪县
340000,安徽省,宣城市,旌德县
340000,安徽省,宣城市,宁国市
340000,安徽省,宣城市,广德市
350000,福建省,福州市,鼓楼区
350000,福建省,福州市,台江区
350000,福建省,福州市,仓山区
350000,福建省,福州市,马尾区
350000,福建省,福州市,晋安区
350000,福建省,福州市,长乐区
350000,福建省,福州市,闽侯县
350000,福建省,福州市,连江县
350000,福建省,福州市,罗源县
350000,福建省,福州市,闽清县
350000,福建省,福州市,永泰县
350000,福建省,福州市,平潭县
350000,福建省,福州市,福清市
350000,福建省,厦门市,思明区
350000,福建省,厦门市,海沧区
350000,福建省,厦门市,湖里区
350000,福建省,厦门市,集美区
350000,福建省,厦门市,同安区
350000,福建省,厦门市,翔安区
350000,福建省,莆田市,城厢区
350000,福建省,莆田市,涵江区
350000,福建省,莆田市,荔城区
350000,福建省,莆田市,秀屿区
350000,福建省,莆田市,仙游县
350000,福建省,三明市,三元区
350000,福建省,三明市,沙县区
350000,福建省,三明市,明溪县
350000,福建省,三明市,清流县
350000,福建省,三明市,宁化县
350000,福建省,三明市,大田县
350000,福建省,三明市,尤溪县
350000,福建省,三明市,将乐县
350000,福建省,三明市,泰宁县
350000,福建省,三明市,建宁县
350000,福建省,三明市,永安市
350000,福建省,泉州市,鲤城区
350000,福建省,泉州市,丰泽区
350000,福建省,泉州市,洛江区
350000,福建省,泉州市,泉港区
350000,福建省,泉州市,惠安县
350000,福建省,泉州市,安溪县
350000,福建省,泉州市,永春县
350000,福建省,泉州市,德化县
350000,福建省,泉州市,金门县
350000,福建省,泉州市,石狮市
350000,福建省,泉州市,晋江市
350000,福建省,泉州市,南安市
350000,福建省,漳州市,芗城区
350000,福建省,漳州市,龙文区
350000,福建省,漳州市,龙海区
350000,福建省,漳州市,长泰区
350000,福建省,漳州市,云霄县
350000,福建省,漳州市,漳浦县
350000,福建省,漳州市,诏安县
350000,福建省,漳州市,东山县
350000,福建省,漳州市,南靖县
350000,福建省,漳州市,平和县
350000,福建省,漳州市,华安县
350000,福建省,南平市,延平区
350000,福建省,南平市,建阳区
350000,福建省,南平市,顺昌县
350000,福建省,南平市,浦城县
350000,福建省,南平市,光泽县
350000,福建省,南平市,松溪县
350000,福建省,南平市,政和县
350000,福建省,南平市,邵武市
350000,福建省,南平市,武夷山市
350000,福建省,南平市,建瓯市
350000,福建省,龙岩市,新罗区
350000,福建省,龙岩市,永定区
350000,福建省,龙岩市,长汀县
350000,福建省,龙岩市,上杭县
350000,福建省,龙岩市,武平县
350000,福建省,龙岩市,连城县
350000,福建省,龙岩市,漳平市
350000,福建省,宁德市,蕉城区
350000,福建省,宁德市,霞浦县
350000,福建省,宁德市,古田县
350000,福建省,宁德市,屏南县
350000,福建省,宁德市,寿宁县
350000,福建省,宁德市,周宁县
350000,福建省,宁德市,柘荣县
350000,福建省,宁德市,福安市
350000,福建省,宁德市,福鼎市
360000,江西省,南昌市,东湖区
360000,江西省,南昌市,西湖区
360000,江西省,南昌市,青云谱区
360000,江西省,南昌市,青山湖区
360000,江西省,南昌市,新建区
360000,江西省,南昌市,红谷滩区
360000,江西省,南昌市,南昌县
360000,江西省,南昌市,安义县
360000,江西省,南昌市,进贤县
360000,江西省,景德镇市,昌江区
360000,江西省,景德镇市,珠山区
360000,江西省,景德镇市,浮梁县
360000,江西省,景德镇市,乐平市
360000,江西省,萍乡市,安源区
360000,江西省,萍乡市,湘东区
360000,江西省,萍乡市,莲花县
360000,江西省,萍乡市,上栗县
360000,江西省,萍乡市,芦溪县
360000,江西省,九江市,濂溪区
360000,江西省,九江市,浔阳区
360000,江西省,九江市,柴桑区
360000,江西省,九江市,武宁县
360000,江西省,九江市,修水县
360000,江西省,九江市,永修县
360000,江西省,九江市,德安县
360000,江西省,九江市,都昌县
360000,江西省,九江市,湖口县
360000,江西省,九江市,彭泽县
360000,江西省,九江市,瑞昌市
360000,江西省,九江市,共青城市
360000,江西省,九江市,庐山市
360000,江西省,新余市,渝水区
360000,江西省,新余市,分宜县
360000,江西省,鹰潭市,月湖区
360000,江西省,鹰潭市,余江区
360000,江西省,鹰潭市,贵溪市
360000,江西省,赣州市,章贡区
360000,江西省,赣州市,南康区
360000,江西省,赣州市,赣县区
360000,江西省,赣州市,信丰县
360000,江西省,赣州市,大余县
360000,江西省,赣州市,上犹县
360000,江西省,赣州市,崇义县
360000,江西省,赣州市,安远县
360000,江西省,赣州市,定南县
360000,江西省,赣州市,全南县
360000,江西省,赣州市,宁都县
360000,江西省,赣州市,于都县
360000,江西省,赣州市,兴国县
360000,江西省,赣州市,会昌县
360000,江西省,赣州市,寻乌县
360000,江西省,赣州市,石城县
360000,江西省,赣州市,瑞金市
360000,江西省,赣州市,龙南市
360000,江西省,吉安市,吉州区
360000,江西省,吉安市,青原区
360000,江西省,吉安市,吉安县
360000,江西省,吉安市,吉水县
360000,江西省,吉安市,峡江县
360000,江西省,吉安市,新干县
360000,江西省,吉安市,永丰县
360000,江西省,吉安市,泰和县
360000,江西省,吉安市,遂川县
360000,江西省,吉安市,万安县
360000,江西省,吉安市,安福县
360000,江西省,吉安市,永新县
360000,江西省,吉安市,井冈山市
360000,江西省,宜春市,袁州区
360000,江西省,宜春市,奉新县
360000,江西省,宜春市,万载县
360000,江西省,宜春市,上高县
360000,江西省,宜春市,宜丰县
360000,江西省,宜春市,靖安县
360000,江西省,宜春市,铜鼓县
360000,江西省,宜春市,丰城市
360000,江西省,宜春市,樟树市
360000,江西省,宜春市,高安市
360000,江西省,抚州市,临川区
360000,江西省,抚州市,东乡区
360000,江西省,抚州市,南城县
360000,江西省,抚州市,黎川县
360000,江西省,抚州市,南丰县
360000,江西省,抚州市,崇仁县
360000,江西省,抚州市,乐安县
360000,江西省,抚州市,宜黄县
360000,江西省,抚州市,金溪县
360000,江西省,抚州市,资溪县
360000,江西省,抚州市,广昌县
360000,江西省,上饶市,信州区
360000,江西省,上饶市,广丰区
360000,江西省,上饶市,广信区
360000,江西省,上饶市,玉山县
360000,江西省,上饶市,铅山县
360000,江西省,上饶市,横峰县
360000,江西省,上饶市,弋阳县
360000,江西省,上饶市,余干县
360000,江西省,上饶市,鄱阳县
360000,江西省,上饶市,万年县
360000,江西省,上饶市,婺源县
360000,江西省,上饶市,德兴市
370000,山东省,济南市,历下区
370000,山东省,济南市,市中区
370000,山东省,济南市,槐荫区
370000,山东省,济南市,天桥区
370000,山东省,济南市,历城区
370000,山东省,济南市,长清区
370000,山东省,济南市,章丘区
370000,山东省,济南市,济阳区
370000,山东省,济南市,莱芜区
370000,山东省,济南市,钢城区
370000,山东省,济南市,平阴县
370000,山东省,济南市,商河县
370000,山东省,青岛市,市南区
370000,山东省,青岛市,市北区
370000,山东省,青岛市,黄岛区
370000,山东省,青岛市,崂山区
370000,山东省,青岛市,李沧区
370000,山东省,青岛市,城阳区
370000,山东省,青岛市,即墨区
370000,山东省,青岛市,胶州市
370000,山东省,青岛市,平度市
370000,山东省,青岛市,莱西市
370000,山东省,淄博市,淄川区
370000,山东省,淄博市,张店区
370000,山东省,淄博市,博山区
370000,山东省,淄博市,临淄区
370000,山东省,淄博市,周村区
370000,山东省,淄博市,桓台县
370000,山东省,淄博市,高青县
370000,山东省,淄博市,沂源县
370000,山东省,枣庄市,市中区
370000,山东省,枣庄市,薛城区
370000,山东省,枣庄市,峄城区
370000,山东省,枣庄市,台儿庄区
370000,山东省,枣庄市,山亭区
370000,山东省,枣庄市,滕州市
370000,山东省,东营市,东营区
370000,山东省,东营市,河口区
370000,山东省,东营市,垦利区
370000,山东省,东营市,利津县
370000,山东省,东营市,广饶县
370000,山东省,烟台市,芝罘区
370000,山东省,烟台市,福山区
370000,山东省,烟台市,牟平区
370000,山东省,烟台市,莱山区
370000,山东省,烟台市,蓬莱区
370000,山东省,烟台市,龙口市
370000,山东省,烟台市,莱阳市
370000,山东省,烟台市,莱州市
370000,山东省,烟台市,招远市
370000,山东省,烟台市,栖霞市
370000,山东省,烟台市,海阳市
370000,山东省,潍坊市,潍城区
370000,山东省,潍坊市,寒亭区
370000,山东省,潍坊市,坊子区
370000,山东省,潍坊市,奎文区
370000,山东省,潍坊市,临朐县
370000,山东省,潍坊市,昌乐县
370000,山东省,潍坊市,青州市
370000,山东省,潍坊市,诸城市
370000,山东省,潍坊市,寿光市
370000,山东省,潍坊市,安丘市
370000,山东省,潍坊市,高密市
370000,山东省,潍坊市,昌邑市
370000,山东省,济宁市,任城区
370000,山东省,济宁市,兖州区
370000,山东省,济宁市,微山县
370000,山东省,济宁市,鱼台县
370000,山东省,济宁市,金乡县
370000,山东省,济宁市,嘉祥县
370000,山东省,济宁市,汶上县
370000,山东省,济宁市,泗水县
370000,山东省,济宁市,梁山县
370000,山东省,济宁市,曲阜市
370000,山东省,济宁市,邹城市
370000,山东省,泰安市,泰山区
370000,山东省,泰安市,岱岳区
370000,山东省,泰安市,宁阳县
370000,山东省,泰安市,东平县
370000,山东省,泰安市,新泰市
370000,山东省,泰安市,肥城市
370000,山东省,威海市,环翠区
370000,山东省,威海市,文登区
370000,山东省,威海市,荣成市
370000,山东省,威海市,乳山市
370000,山东省,日照市,东港区
370000,山东省,日照市,岚山区
370000,山东省,日照市,五莲县
370000,山东省,日照市,莒县
370000,山东省,临沂市,兰山区
370000,山东省,临沂市,罗庄区
370000,山东省,临沂市,河东区
370000,山东省,临沂市,沂南县
370000,山东省,临沂市,郯城县
370000,山东省,临沂市,沂水县
370000,山东省,临沂市,兰陵县
370000,山东省,临沂市,费县
370000,山东省,临沂市,平邑县
370000,山东省,临沂市,莒南县
370000,山东省,临沂市,蒙阴县
370000,山东省,临沂市,临沭县
370000,山东省,德州市,德城区
370000,山东省,德州市,陵城区
370000,山东省,德州市,宁津县
370000,山东省,德州市,庆云县
370000,山东省,德州市,临邑县
370000,山东省,德州市,齐河县
370000,山东省,德州市,平原县
370000,山东省,德州市,夏津县
370000,山东省,德州市,武城县
370000,山东省,德州市,乐陵市
370000,山东省,德州市,禹城市
370000,山东省,聊城市,东昌府区
370000,山东省,聊城市,茌平区
370000,山东省,聊城市,阳谷县
370000,山东省,聊城市,莘县
370000,山东省,聊城市,东阿县
370000,山东省,聊城市,冠县
370000,山东省,聊城市,高唐县
370000,山东省,聊城市,临清市
370000,山东省,滨州市,滨城区
370000,山东省,滨州市,沾化区
370000,山东省,滨州市,惠民县
370000,山东省,滨州市,阳信县
370000,山东省,滨州市,无棣县
370000,山东省,滨州市,博兴县
370000,山东省,滨州市,邹平市
370000,山东省,菏泽市,牡丹区
370000,山东省,菏泽市,定陶区
370000,山东省,菏泽市,曹县
370000,山东省,菏泽市,单县
370000,山东省,菏泽市,成武县
370000,山东省,菏泽市,巨野县
370000,山东省,菏泽市,郓城县
370000,山东省,菏泽市,鄄城县
370000,山东省,菏泽市,东明县
410000,河南省,郑州市,中原区
410000,河南省,郑州市,二七区
410000,河南省,郑州市,管城回族区
410000,河南省,郑州市,金水区
410000,河南省,郑州市,上街区
410000,河南省,郑州市,惠济区
410000,河南省,郑州市,中牟县
410000,河南省,郑州市,巩义市
410000,河南省,郑州市,荥阳市
410000,河南省,郑州市,新密市
410000,河南省,郑州市,新郑市
410000,河南省,郑州市,登封市
410000,河南省,开封市,龙亭区
410000,河南省,开封市,顺河回族区
410000,河南省,开封市,鼓楼区
410000,河南省,开封市,禹王台区
410000,河南省,开封市,祥符区
410000,河南省,开封市,杞县
410000,河南省,开封市,通许县
410000,河南省,开封市,尉氏县
410000,河南省,开封市,兰考县
410000,河南省,洛阳市,老城区
410000,河南省,洛阳市,西工区
410000,河南省,洛阳市,瀍河回族区
410000,河南省,洛阳市,涧西区
410000,河南省,洛阳市,偃师区
410000,河南省,洛阳市,孟津区
410000,河南省,洛阳市,洛龙区
410000,河南省,洛阳市,新安县
410000,河南省,洛阳市,栾川县
410000,河南省,洛阳市,嵩县
410000,河南省,洛阳市,汝阳县
410000,河南省,洛阳市,宜阳县
410000,河南省,洛阳市,洛宁县
410000,河南省,洛阳市,伊川县
410000,河南省,平顶山市,新华区
410000,河南省,平顶山市,卫东区
410000,河南省,平顶山市,石龙区
410000,河南省,平顶山市,湛河区
410000,河南省,平顶山市,宝丰县
410000,河南省,平顶山市,叶县
410000,河南省,平顶山市,鲁山县
410000,河南省,平顶山市,郏县
410000,河南省,平顶山市,舞钢市
410000,河南省,平顶山市,汝州市
410000,河南省,安阳市,文峰区
410000,河南省,安阳市,北关区
410000,河南省,安阳市,殷都区
410000,河南省,安阳市,龙安区
410000,河南省,安阳市,安阳县
410000,河南省,安阳市,汤阴县
410000,河南省,安阳市,滑县
410000,河南省,安阳市,内黄县
410000,河南省,安阳市,林州市
410000,河南省,鹤壁市,鹤山区
410000,河南省,鹤壁市,山城区
410000,河南省,鹤壁市,淇滨区
410000,河南省,鹤壁市,浚县
410000,河南省,鹤壁市,淇县
410000,河南省,新乡市,红旗区
410000,河南省,新乡市,卫滨区
410000,河南省,新乡市,凤泉区
410000,河南省,新乡市,牧野区
410000,河南省,新乡市,新乡县
410000,河南省,新乡市,获嘉县
410000,河南省,新乡市,原阳县
410000,河南省,新乡市,延津县
410000,河南省,新乡市,封丘县
410000,河南省,新乡市,卫辉市
410000,河南省,新乡市,辉县市
410000,河南省,新乡市,长垣市
410000,河南省,焦作市,解放区
410000,河南省,焦作市,中站区
410000,河南省,焦作市,马村区
410000,河南省,焦作市,山阳区
410000,河南省,焦作市,修武县
410000,河南省,焦作市,博爱县
410000,河南省,焦作市,武陟县
410000,河南省,焦作市,温县
410000,河南省,焦作市,沁阳市
410000,河南省,焦作市,孟州市
410000,河南省,濮阳市,华龙区
410000,河南省,濮阳市,清丰县
410000,河南省,濮阳市,南乐县
410000,河南省,濮阳市,范县
410000,河南省,濮阳市,台前县
410000,河南省,濮阳市,濮阳县
410000,河南省,许昌市,魏都区
410000,河南省,许昌市,建安区
410000,河南省,许昌市,鄢陵县
410000,河南省,许昌市,襄城县
410000,河南省,许昌市,禹州市
410000,河南省,许昌市,长葛市
410000,河南省,漯河市,源汇区
410000,河南省,漯河市,郾城区
410000,河南省,漯河市,召陵区
410000,河南省,漯河市,舞阳县
410000,河南省,漯河市,临颍县
410000,河南省,三门峡市,湖滨区
410000,河南省,三门峡市,陕州区
410000,河南省,三门峡市,渑池县
410000,河南省,三门峡市,卢氏县
410000,河南省,三门峡市,义马市
410000,河南省,三门峡市,灵宝市
410000,河南省,南阳市,宛城区
410000,河南省,南阳市,卧龙区
410000,河南省,南阳市,南召县
410000,河南省,南阳市,方城县
410000,河南省,南阳市,西峡县
410000,河南省,南阳市,镇平县
410000,河南省,南阳市,内乡县
410000,河南省,南阳市,淅川县
410000,河南省,南阳市,社旗县
410000,河南省,南阳市,唐河县
410000,河南省,南阳市,新野县
410000,河南省,南阳市,桐柏县
410000,河南省,南阳市,邓州市
410000,河南省,商丘市,梁园区
410000,河南省,商丘市,睢阳区
410000,河南省,商丘市,民权县
410000,河南省,商丘市,睢县
410000,河南省,商丘市,宁陵县
410000,河南省,商丘市,柘城县
410000,河南省,商丘市,虞城县
410000,河南省,商丘市,夏邑县
410000,河南省,商丘市,永城市
410000,河南省,信阳市,浉河区
410000,河南省,信阳市,平桥区
410000,河南省,信阳市,罗山县
410000,河南省,信阳市,光山县
410000,河南省,信阳市,新县
410000,河南省,信阳市,商城县
410000,河南省,信阳市,固始县
410000,河南省,信阳市,潢川县
410000,河南省,信阳市,淮滨县
410000,河南省,信阳市,息县
410000,河南省,周口市,川汇区
410000,河南省,周口市,淮阳区
410000,河南省,周口市,扶沟县
410000,河南省,周口市,西华县
410000,河南省,周口市,商水县
410000,河南省,周口市,沈丘县
410000,河南省,周口市,郸城县
410000,河南省,周口市,太康县
410000,河南省,周口市,鹿邑县
410000,河南省,周口市,项城市
410000,河南省,驻马店市,驿城区
410000,河南省,驻马店市,西平县
410000,河南省,驻马店市,上蔡县
410000,河南省,驻马店市,平舆县
410000,河南省,驻马店市,正阳县
410000,河南省,驻马店市,确山县
410000,河南省,驻马店市,泌阳县
410000,河南省,驻马店市,汝南县
